№,Наименование сделки,Статус,Дата создания сделки,Даты первой оплаты сделки,Контрагент,Наименование товара,Артикул товара,Категория товара,"Цена товара, ю",ВХОД. ю,ВХОД. $,Менеджер по продажам,Снабженец
6209.0,"Order-1837, заказ 496 от 11.01",1. Принято в расчет,2024-01-12T00:00:00,,,,,,,13.2,92.0,Марина Аверина,Мария Антропова
6210.0,"Order-1844, 11.01 HEIDENHAIN",1. Принято в расчет,2024-01-12T00:00:00,,,,,,,13.2,92.0,Марина Аверина,Мария Антропова
6211.0,"Order-1815, Вакуумный захват FESTO 1379454  VAS-40-1/4-SI-B 1",12. Документы выписаны,2024-01-15T00:00:00,2024-03-28T00:00:00,,,,,,12.291,90.1,Светлана Васильева,Мария Антропова
6212.0,"Order-1856, Александра 12.01.2024",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,13.0,90.1,Павел Бородуля,Никита Петров
6213.0,"Order-1850, заказ 500 от 12.01",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,13.03,92.0,Марина Аверина,Мария Антропова
6214.0,"Order-1840, Станислав, 6418П",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,12.55,90.1,Светлана Васильева,Никита Петров
6215.0,"Order-1829, ОЧЕНЬ СРОЧНЫЙ ЗАПРОС!!!!",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,12.55,89.95,Светлана Васильева,Никита Петров
6216.0,"Order-1863, Павел 12.01.2024",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,12.55,90.1,Григорий Боков,Мария Антропова
6217.0,"Order-1864, 12.01 Festo",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,13.05,92.0,Марина Аверина,Мария Антропова
6218.0,"Order-1870, Раис, Датчики расхода воды",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,12.45,89.9,Светлана Васильева,Мария Антропова
6219.0,"Order-1873, 12.01 пилотный клапан SMC",1. Принято в расчет,2024-01-15T00:00:00,,,,,,,13.1,90.1,Марина Аверина,Мария Антропова
6220.0,"Order-1885, Опутина Наталья 15.01.2024",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Павел Бородуля,Василий Михайлов
6221.0,"Order-1867, Андрей, Сименс Выкл.авт. 3VA2580-5HL32-0AA0 3P 800А",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Светлана Васильева,Мария Антропова
6222.0,"Order-1893, Ткань Анна январь 24",12. Документы выписаны,2024-01-16T00:00:00,2024-04-01T00:00:00,,,,,,0.0,94.0,Марина Аверина,-
6223.0,"Order-1879, Юрий 15.01.2023",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Павел Бородуля,Мария Антропова
6224.0,"Order-1644, Сергей, Komatsu 10.12",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.45,89.7,Светлана Васильева,Никита Петров
6225.0,"Order-1877, заявка 27.12 регулятор FESTO",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,13.05,91.0,Марина Аверина,Мария Антропова
6226.0,"Order-1876, Мария 15.05.2023",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.58,89.7,Григорий Боков,Мария Антропова
6227.0,"Order-1872, Ремкомплект на Распределитель Festo MLH-5-1/8-B 533137 2-4 bar 28-120psi",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Светлана Васильева,Мария Антропова
6228.0,"Order-1662, Сергей, САТ и Коматсу 11.12.2023",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.45,89.7,Светлана Васильева,Никита Петров
6229.0,"Order-1860, SMC",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Андрей ВЭД,Мария Антропова
6230.0,"Order-1854, Komatsu",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Андрей ВЭД,Никита Петров
6231.0,"Order-1841, заказ 497 привод PARKER",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.6,91.0,Марина Аверина,Василий Михайлов
6232.0,"Order-1869, заявка 15.01 (2)",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.5,91.0,Марина Аверина,Никита Петров
6233.0,"Order-1861, Festo",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Андрей ВЭД,Мария Антропова
6234.0,"Order-1828, Станислав, 6349П",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.45,89.7,Светлана Васильева,Никита Петров
6235.0,"Order-1852, Комплект ремонтный изнашиваемых частей; 8025174 Festo применимость: пневмоцилиндр DSBG-160-400-PPVA-N3",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.45,89.7,Светлана Васильева,Мария Антропова
6236.0,"Order-1857, Festo 12.01",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Светлана Васильева,Мария Антропова
6237.0,"Order-1839, Сергей, Komatsu 11.01",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Светлана Васильева,Никита Петров
6238.0,"Order-1848, Свистунова Ольга Владимировна 12.01.2024",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.45,89.7,Павел Бородуля,Никита Петров
6239.0,"Order-1853, SMC",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Андрей ВЭД,Мария Антропова
6240.0,"Order-1894, SMC",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.58,89.7,Андрей ВЭД,Мария Антропова
6241.0,"Order-1858, SMC",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Андрей ВЭД,Мария Антропова
6242.0,"Order-1865, заявка 15.01",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.5,91.0,Марина Аверина,Никита Петров
6243.0,"Order-1889, Андрей, Festo 15.01",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.58,89.7,Светлана Васильева,Мария Антропова
6244.0,"Order-1902, SMC катушка",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,13.25,91.0,Марина Аверина,Мария Антропова
6245.0,"Order-1897, Андрей, SMC VS3115-015DLP-X59",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,90.0,Светлана Васильева,Мария Антропова
6246.0,"Order-1896, Андрей, Festo DFPD-300-RP-90-RD-F0710",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,90.0,Светлана Васильева,Мария Антропова
6247.0,"Order-1862, Андрей 12.01.2024",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.58,89.7,Павел Бородуля,Мария Антропова
6248.0,"Order-1880, Раис, SMC FNVB",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,89.7,Светлана Васильева,Мария Антропова
6249.0,"Order-1881, заказ 501 от 15.01",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,13.0,91.0,Марина Аверина,Мария Антропова
6250.0,"Order-1891, заказ 502 34079 Norgren",1. Принято в расчет,2024-01-16T00:00:00,,,,,,,12.94,91.0,Марина Аверина,Мария Антропова
6251.0,"Order-1895, SMC",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.9,89.6,Андрей ВЭД,Мария Антропова
6252.0,"Order-1907, заявка 16.01 коронки",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.55,89.6,Марина Аверина,Никита Петров
6253.0,"Order-1908, заявка 16.01 Фишка для FESTO",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.9,89.6,Марина Аверина,Мария Антропова
6254.0,"Order-1709, Сергей, от 15.12",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.9,89.6,Светлана Васильева,Никита Петров
6255.0,"Order-1906, заказ 503 от 16.01",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.91,91.0,Марина Аверина,Мария Антропова
6256.0,"Order-1909, Оксана, Festo",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,13.0,90.35,Светлана Васильева,Мария Антропова
6257.0,"Order-1918, заказ 505 34106 Norgren",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.9,91.0,Марина Аверина,Мария Антропова
6258.0,"Order-1805, 95 1",1. Принято в расчет,2024-01-17T00:00:00,,,,,,,12.62,90.35,,
6259.0,"Order-1915, Андрей, Festo MFH-5-1/8 9982  Распределитель с электроуправлением",12. Документы выписаны,2024-01-18T00:00:00,2024-06-14T00:00:00,,,,,,12.74,5.89,Светлана Васильева,Мария Антропова
6260.0,"Order-1914, Оксана, Festo поворотный цилиндр DSM-12-270-P-FW-A-B",12. Документы выписаны,2024-01-18T00:00:00,2024-04-04T00:00:00,,,,,,12.291005988023953,90.35,Светлана Васильева,Мария Антропова
6261.0,"Order-1917, заказ 504 от 17.01",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.65,91.0,Марина Аверина,Мария Антропова
6262.0,"Order-1900, Сергей, CAT",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.62,90.35,Светлана Васильева,Никита Петров
6263.0,"Order-1905, труба хонингованная 16.01",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,88.35,0.0,Марина Аверина,Василий Михайлов
6264.0,"Order-1901, Сергей, Дифференциал",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.62,90.35,Светлана Васильева,Никита Петров
6265.0,"Order-1890, Антон 15.01.2024",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,13.0,90.35,Павел Бородуля,Никита Петров
6266.0,"Order-1898, Андрей, Rexroth Клапан DBA30H2-2X/35 R900940061",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.62,90.35,Светлана Васильева,Василий Михайлов
6267.0,"Order-1887, Сергей 15.01.2023",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,13.0,90.35,Павел Бородуля,Никита Петров
6268.0,"Order-1924, Андрей, Festo JMN1H-5/2-D-2-S-C РАСПРЕДЕЛИТЕЛЬ, 159701",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,13.0,90.35,Светлана Васильева,Мария Антропова
6269.0,"Order-1928, Двигатель CAT на Бульдозер D9R (N48W46386) модификация N2035589",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.62,90.35,Светлана Васильева,Никита Петров
6270.0,"Order-1927,  Сергей, Глушитель",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.62,90.35,Светлана Васильева,Никита Петров
6271.0,"Order-1884, Сергей 15.01.2023",1. Принято в расчет,2024-01-18T00:00:00,,,,,,,12.62,90.35,Павел Бородуля,Никита Петров
6272.0,"Order-1821, Сергей, Запчасти для ковша",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.0,90.7,Светлана Васильева,Василий Михайлов
6273.0,"Order-1754, Сергей, Komatsu 21.12",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,12.67,90.7,Светлана Васильева,Василий Михайлов
6274.0,"Order-1926, 17.01 FESTO",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.05,91.0,Марина Аверина,Мария Антропова
6275.0,Order-1821 и Order-1754,1. Принято в расчет,2024-01-19T00:00:00,,,,,,,92.0,92.0,Светлана Васильева,Василий Михайлов
6276.0,"Order-1943, 18.01 SMC вакуумный клапан",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.05,91.0,Марина Аверина,Мария Антропова
6277.0,"Order-1931, Раис, SMC 18.01",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.0,90.7,Светлана Васильева,Мария Антропова
6278.0,"Order-1942, заявка 18.01 магнитный датчик",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.05,91.0,Марина Аверина,Мария Антропова
6279.0,"Order-1930, Андрей, CDG1TN40TF-100Z",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.0,90.7,Светлана Васильева,Мария Антропова
6280.0,"Order-1940, 98SMC",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,12.67,90.7,Светлана Васильева,Мария Антропова
6281.0,"Order-1874, запчасти на KOMATSU",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,90.0,105.0,Марина Аверина,Василий Михайлов
6282.0,"Order-1945, Оксана, Код 3515601. Ручной распределитель VHER-P-H-B43C-B-G14 (Festo)",12. Документы выписаны,2024-01-19T00:00:00,,,,,,,12.29099765258216,90.7,Светлана Васильева,Мария Антропова
6283.0,"Order-1911, SIEMENS/EPSON",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.0,90.7,Андрей ВЭД,Василий Михайлов
6284.0,"Order-1932, заказ 506 от 18.01",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,12.67,91.0,Марина Аверина,Мария Антропова
6285.0,"Order-1941, Срочный(1)",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,12.67,90.7,Андрей ВЭД,Василий Михайлов
6286.0,"Order-1939, Радиатор системы охлаждении ДВС 14Х-03-61911  бульдозер КОМАТSU D65PX -17 № 2698",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,13.32,95.22,Светлана Васильева,Никита Петров
6287.0,"Order-1939, Радиатор системы охлаждении ДВС 14Х-03-61911  бульдозер КОМАТSU D65PX -17 № 2698",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,12.67,90.7,Светлана Васильева,Никита Петров
6288.0,"Order-1948, Brevini",1. Принято в расчет,2024-01-19T00:00:00,,,,,,,12.67,90.7,Андрей ВЭД,Василий Михайлов
6289.0,"Order-1950, 19.01 AirTac",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,13.1,90.0,Марина Аверина,Никита Петров
6290.0,"Order-1962, счет от 22.01",12. Документы выписаны,2024-01-22T00:00:00,2024-05-03T00:00:00,,,,,,12.290999898590407,91.0,Марина Аверина,Мария Антропова
6291.0,"Order-1953, Раис, SMC IP5100-001 Пневматический позиционер",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,12.7,90.6,Светлана Васильева,Мария Антропова
6292.0,"Order-1956, IFM 19.01",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,13.07,90.6,Марина Аверина,Мария Антропова
6293.0,"Order-1851, Осушители",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,12.7,90.6,Татьяна Таскаева,Мария Антропова
6294.0,"Order-1946, 18.01 Komatsu",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,12.7,90.6,Марина Аверина,Мария Антропова
6295.0,"Order-1947, Оксана, Festo 18.01",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,13.07,90.6,Светлана Васильева,Мария Антропова
6296.0,"Order-1951, Festo Модуль зажимной  FESTO EV-15/63-4 13290 P302 P max 6 barп",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,13.07,90.6,Светлана Васильева,Мария Антропова
6297.0,"Order-1961, Андрей, SMC Пневмоцилиндр CP96SDB40-130C-ХС68",1. Принято в расчет,2024-01-22T00:00:00,,,,,,,12.7,90.6,Светлана Васильева,Мария Антропова
6298.0,"Order-1955, заказ 507 от 19.01",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,90.0,Марина Аверина,Мария Антропова
6299.0,"Order-1937, Надежда 18.01.2024",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,89.9,Павел Бородуля,Никита Петров
6300.0,"Order-1985, 23.01 SMC",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,12.6,90.0,Марина Аверина,Мария Антропова
6301.0,"Order-1949, 99 Bosch Rexroth",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,12.6,89.9,Светлана Васильева,Василий Михайлов
6302.0,"Order-1973, заявка 1 SMC от 22.01",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,12.6,90.0,Марина Аверина,Мария Антропова
6303.0,"Order-1919, Роман 17.01.2023",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,89.9,Григорий Боков,Мария Антропова
6304.0,"Order-1977, Раис, SMC Фильтр FQ1011N-10-M040-B",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,89.9,Светлана Васильева,Мария Антропова
6305.0,"Order-1933, Ильмира 18.01.2024",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,89.9,Павел Бородуля,Мария Антропова
6306.0,"Order-1976, SMC 22.01",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,12.6,89.9,Светлана Васильева,Мария Антропова
6307.0,"Order-1935, Ангелина 18.01.2024",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,12.6,89.9,Павел Бородуля,Мария Антропова
6308.0,"Order-1954, насосы Sailingflo",12. Документы выписаны,2024-01-23T00:00:00,2024-04-17T00:00:00,,,,,,13.260000000000002,93.0,Марина Аверина,Мария Антропова
6309.0,"Order-1970, заказ 508 от 22.01",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,90.0,Марина Аверина,Мария Антропова
6310.0,"Order-1934, Дмитрий 18.01.2024",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,89.9,Павел Бородуля,Мария Антропова
6311.0,"Order-1974, Андрей, 1PK-818B Набор инструментов Proskit",1. Принято в расчет,2024-01-23T00:00:00,,,,,,,13.0,89.9,Светлана Васильева,Мария Антропова
6312.0,"Order-1978, Раис, ZPY20CSK10-U4-A10  Вакуум-присос с буфером, ход 10 мм, M10x1",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,12.66,90.0,Светлана Васильева,Мария Антропова
6313.0,"Order-1988, Владимир 23.01.2024",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,13.4,90.0,Павел Бородуля,Мария Антропова
6314.0,"Order-1982, Сергей 23.01.2023",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,13.6,90.0,Павел Бородуля,Мария Антропова
6315.0,"Order-1989, Оксана, NEBV-Z4WA2L-R-E-2.5-N-LE2-S1 (Код 8047679)",12. Документы выписаны,2024-01-24T00:00:00,2024-04-11T00:00:00,,,,,,12.343244781783682,90.3,Светлана Васильева,Мария Антропова
6316.0,"Order-1998, Дмитрий 23.01.2024",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,13.6,90.0,Павел Бородуля,Мария Антропова
6317.0,"Order-1963, Мария 22.0.2024",12. Документы выписаны,2024-01-24T00:00:00,2024-02-26T00:00:00,,,,,,12.3870552618933,92.9,Павел Бородуля,Мария Антропова
6318.0,"Order-1991, заказ 509 от 23.01",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,12.66,90.0,Марина Аверина,Мария Антропова
6319.0,"Order-1922, Список зч от 28-12-23 Отработка канала зч",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,12.91,92.0,Светлана Васильева,Никита Петров
6320.0,"Order-1957, 19.01 KEB",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,13.2,91.0,Марина Аверина,Мария Антропова
6321.0,"Order-1993, SMC",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,13.02,90.0,Андрей ВЭД,Мария Антропова
6322.0,"Order-2008, Phoenix Contact",1. Принято в расчет,2024-01-24T00:00:00,,,,,,,12.65,89.9,Андрей ВЭД,Василий Михайлов
6323.0,"Order-2026, счет от 24.01",12. Документы выписаны,2024-01-24T00:00:00,2024-06-03T00:00:00,,,,,,12.413909534933106,17.4,Марина Аверина,Мария Антропова
6324.0,"Order-2001, 723-66-21400 РАСПРЕДЕЛИТЕЛЬНЫЙ КЛАПАН В СБОРЕ",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,13.1,90.3,Светлана Васильева,Никита Петров
6325.0,"Order-2033, Екатерина, Komatsu 6590 оригинал",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,12.72,90.0,,
6326.0,"Order-2033, Екатерина, Komatsu 6590 аналог",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,13.1,90.0,,
6327.0,"Order-2014, заказ 511 от 24.01",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,12.73,91.0,Марина Аверина,Мария Антропова
6328.0,"Order-1971, 22.01 komatsu",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,12.7,90.3,Марина Аверина,Никита Петров
6329.0,"Order-2032, Оксана, SMC",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,13.335,91.0,Светлана Васильева,Мария Антропова
6330.0,"Order-2011, Андрей, Пневмоцилиндр CDG1TN40TF-600Z",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,13.1,90.3,Светлана Васильева,Мария Антропова
6331.0,"Order-2010, заказ 510 34176 FESTO",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,12.7,91.0,Марина Аверина,Мария Антропова
6332.0,"Order-1983, Сергей, Шланги 23.01",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,13.1,90.3,Светлана Васильева,Никита Петров
6333.0,"Order-2033, Екатерина, Komatsu 6590        ",1. Принято в расчет,2024-01-25T00:00:00,,,,,,,12.72,90.0,,
6334.0,"Order-2028, заказ 512 Norgren",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,12.77,91.0,Марина Аверина,Мария Антропова
6335.0,"Order-2027, Андрей, запрос сборный",1. Принято в расчет,2024-01-26T00:00:00,,Пневмопроект,,,,,12.9,89.0,Светлана Васильева,Василий Михайлов
6336.0,"Order-2018, Оксана, Festo 23.01",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.3551,91.0,Светлана Васильева,Мария Антропова
6337.0,"Order-2004, Запчасти",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.0,91.0,Светлана Васильева,Мария Антропова
6338.0,"Order-1968, Belimo",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.355,91.0,Светлана Васильева,Мария Антропова
6339.0,"Order-2036, 25.01 цилиндр",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.15,91.0,Марина Аверина,Мария Антропова
6340.0,"Order-2000, запрос Комацу Евгений",12. Документы выписаны,2024-01-26T00:00:00,2024-02-02T00:00:00,,,,,,13.371335324232081,91.0,Светлана Васильева,Никита Петров
6341.0,"Order-2013, Павел 24.01.2024 2 заказ",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.13,90.7,Павел Бородуля,Василий Михайлов
6342.0,"Order-2025, Виталий 24.01.2024",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.0,91.0,Павел Бородуля,Василий Михайлов
6343.0,"Order-1913, доставка от 17.01",12. Документы выписаны,2024-01-26T00:00:00,2024-02-05T00:00:00,,,,,,0.0,91.1046,Марина Аверина,-
6344.0,"Order-2029, 24.01 SMC расходометр, манометр",1. Принято в расчет,2024-01-26T00:00:00,,,,,,,13.25,91.5,Марина Аверина,Мария Антропова
6345.0,Выставочный стенд 26.01,1. Принято в расчет,2024-01-26T00:00:00,,,,,,,12.92525,91.0,,
6346.0,"Order-2038, Фильтры Komatsu",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.4,92.68,Светлана Васильева,Никита Петров
6347.0,"Order-2031, REM, Срочно!!!",12. Документы выписаны,2024-01-29T00:00:00,2024-02-01T00:00:00,,,,,,13.33799149514051,91.5,Светлана Васильева,Валентина Босс
6348.0,"Order-2022, Павел 24.01.2024 9 заявка",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Павел Бородуля,Никита Петров
6349.0,"Order-2019, Павел 24.01.2024 6 заказ",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Павел Бородуля,Никита Петров
6350.0,"Order-2017, Павел 24.01.2024 5 заказ",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.5,Павел Бородуля,Никита Петров
6351.0,"Order-2015, Павел 24.01.2024 3 заказ",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Павел Бородуля,Никита Петров
6352.0,"Order-2012, Павел 24.01.2024 1 заказ",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Павел Бородуля,Никита Петров
6353.0,"Order-1990, Komatsu 23.01",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Светлана Васильева,Никита Петров
6354.0,"Order-1994, Анна Михайловна 23.01.2024 2 заказ",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.5,Павел Бородуля,Никита Петров
6355.0,"Order-1874, запчасти на KOMATSU редуктор",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,92.0,92.0,,
6356.0,"Order-1992, входяшка",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.5,Андрей ВЭД,Никита Петров
6357.0,"Order-1964, Сергей, Кольца 22.01",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,92.0,92.0,Светлана Васильева,Василий Михайлов
6358.0,"Order-2034, 25.01 Насос Vogel",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.5,Марина Аверина,Василий Михайлов
6359.0,"Order-1960, Сергей, Komatsu 18.01",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,92.0,92.0,Светлана Васильева,Василий Михайлов
6360.0,"Order-2043, Датчик аммония 10144038",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,92.0,Светлана Васильева,Василий Михайлов
6361.0,"Order-2023, Егор 24.01.2024",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.5,Павел Бородуля,Никита Петров
6362.0,"Order-1967, Сергей, Komatsu 22.01",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,92.0,92.0,Светлана Васильева,Василий Михайлов
6363.0,"Order-2052, заказ 516 Nogren",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Марина Аверина,Мария Антропова
6364.0,"Order-2054, заказ 517 34212 SMC",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.5,Марина Аверина,Мария Антропова
6365.0,Стенд Константин 29.01,1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.0,92.0,,
6366.0,"Order-2045, коматсу",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Андрей ВЭД,Никита Петров
6367.0,"Order-2062, SMC",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Андрей ВЭД,Мария Антропова
6368.0,"Order-2059, Сергей, 705-56-34360 Komatsu",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,13.25,91.5,Светлана Васильева,Никита Петров
6369.0,"Order-2040, заказ 513 от 25.01",1. Принято в расчет,2024-01-29T00:00:00,,,,,,,12.9,91.6,Марина Аверина,Мария Антропова
6370.0,"Order-2068, доставка от 29.01 экспресс",12. Документы выписаны,2024-01-29T00:00:00,2024-03-01T00:00:00,,,,,,0.0,89.4465,Марина Аверина,-
6371.0,"Order-2064, GD825 JOTM97",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,12.9,91.6,Светлана Васильева,Никита Петров
6372.0,"Order-2047, заказ 514 от 26.01",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,12.9,91.6,Марина Аверина,Мария Антропова
6373.0,"Order-2061, Насос Caterpillar 117-8584, Срочно! Сегодня нужен ответ!",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,12.9,91.6,Светлана Васильева,Василий Михайлов
6374.0,"Order-1966, 22.01 KOMATSU гидроцилиндр",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,12.9,91.6,Марина Аверина,Никита Петров
6375.0,"Order-2056, 26.01",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,12.9,91.6,Андрей ВЭД,Василий Михайлов
6376.0,"Order-2046, Мария 26.01.2024",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,12.9,91.6,Павел Бородуля,Мария Антропова
6377.0,"Order-2049, 26.01 SICK",12. Документы выписаны,2024-01-30T00:00:00,2024-05-06T00:00:00,,,,,,12.625,28.3,Марина Аверина,Мария Антропова
6378.0,"Order-2065, заказ 518 от 29.01",1. Принято в расчет,2024-01-30T00:00:00,,,,,,,13.25,91.6,Марина Аверина,Мария Антропова
